customer_id,gender,age,city,signup_date,loyalty_member
C0579,Female,22,Birmingham,07/08/2022,Yes
C0580,Female,18,London,16/06/2023,No
C0581,Female,62,Birmingham,04/05/2022,No
C0582,Male,42,Manchester,14/03/2022,Yes
C0583,Female,41,Liverpool,16/04/2022,Yes
C0584,Male,59,Birmingham,27/01/2023,Yes
C0585,Male,57,Birmingham,28/06/2023,No
C0586,Male,58,Birmingham,26/12/2022,No
C0587,Female,31,Manchester,23/09/2023,Yes
C0588,Male,55,Sheffield,24/05/2022,No
C0589,Female,26,Leeds,16/03/2023,No
C0590,Male,33,Liverpool,23/10/2023,Yes
C0591,Female,31,Leeds,06/11/2023,No
C0592,Male,33,Nottingham,30/10/2022,No
C0593,Male,49,Manchester,26/04/2022,Yes
C0594,Female,26,Sheffield,05/01/2023,No
C0595,Male,48,Manchester,10/01/2023,Yes
C0596,Male,18,Liverpool,25/08/2023,Yes
C0597,Male,43,Liverpool,10/02/2022,No
C0598,Female,23,Birmingham,10/03/2023,No
C0599,Female,23,Leeds,27/03/2022,Yes
C0600,Female,43,Manchester,04/07/2023,No
C0601,Male,21,Leeds,24/03/2023,Yes
C0602,Male,47,London,21/03/2023,No
C0603,Male,25,London,14/11/2023,Yes
C0604,Male,49,Bristol,12/01/2022,No
C0605,Female,26,Liverpool,20/06/2022,Yes
C0606,Female,45,Liverpool,31/01/2022,Yes
C0607,Male,49,Nottingham,27/09/2022,No
C0608,Female,54,Birmingham,26/02/2022,No
C0609,Female,24,Manchester,11/06/2022,Yes
C0610,Male,20,London,06/06/2023,Yes
C0611,Female,41,Sheffield,17/02/2022,Yes
C0612,Male,53,Sheffield,03/07/2022,Yes
C0613,Male,44,Bristol,26/11/2022,No
C0614,Female,25,London,21/03/2022,Yes
C0615,Male,43,Manchester,17/08/2022,No
C0616,Female,38,Manchester,17/10/2022,No
C0617,Female,30,Liverpool,09/01/2022,No
C0618,Male,47,Bristol,30/09/2023,No
C0619,Male,27,London,20/07/2022,No
C0620,Male,52,Bristol,25/01/2022,Yes
C0621,Male,60,Sheffield,10/12/2022,No
C0622,Male,51,Leeds,17/04/2022,No
C0623,Male,27,Liverpool,19/05/2023,Yes
C0624,Male,51,Sheffield,14/02/2022,No
C0625,Male,55,Manchester,15/04/2023,Yes
C0626,Female,22,London,15/10/2023,No
C0627,Male,33,Liverpool,10/11/2023,No
C0628,Female,62,Bristol,19/11/2022,No
C0629,Female,32,Manchester,09/04/2023,Yes
C0630,Male,27,Manchester,20/05/2022,Yes
C0631,Female,38,Sheffield,06/04/2023,Yes
C0632,Female,31,Nottingham,03/07/2023,No
C0633,Female,25,Manchester,20/04/2023,Yes
C0634,Male,31,Bristol,08/11/2022,Yes
C0635,Male,40,Sheffield,04/04/2022,Yes
C0636,Female,34,Birmingham,25/11/2023,Yes
C0637,Female,53,Leeds,19/02/2023,Yes
C0638,Male,26,Manchester,19/04/2023,Yes
C0639,Male,26,Leeds,05/03/2022,No
C0640,Male,55,Liverpool,17/01/2023,Yes
C0641,Male,30,Nottingham,23/01/2022,Yes
C0642,Female,25,London,05/04/2022,No
C0643,Male,54,Sheffield,21/02/2022,No
C0644,Male,42,Sheffield,24/05/2023,Yes
C0645,Male,29,Liverpool,29/12/2022,No
C0646,Male,20,Leeds,02/04/2023,No
C0647,Female,53,Nottingham,26/05/2023,Yes
C0648,Female,42,Birmingham,31/03/2022,No
C0649,Male,58,London,24/07/2022,No
C0650,Female,52,Nottingham,03/01/2023,No
C0651,Female,42,Liverpool,03/08/2023,Yes
C0652,Female,56,Leeds,27/01/2022,Yes
C0653,Male,48,Bristol,15/10/2022,Yes
C0654,Male,33,Leeds,13/06/2022,No
C0655,Male,32,Sheffield,01/07/2023,No
C0656,Male,33,Bristol,27/06/2022,No
C0657,Male,63,Bristol,29/08/2023,Yes
C0658,Male,49,Liverpool,31/07/2023,Yes
C0659,Male,23,London,18/05/2023,Yes
C0660,Male,19,Nottingham,09/09/2023,Yes
C0661,Male,26,Bristol,06/12/2022,Yes
C0662,Male,19,Birmingham,28/11/2022,Yes
C0663,Female,22,Bristol,24/04/2022,No
C0664,Male,39,Liverpool,24/08/2023,No
C0665,Male,64,Sheffield,20/05/2022,No
C0666,Female,29,Bristol,27/10/2023,Yes
C0667,Male,42,Liverpool,13/11/2023,No
C0668,Male,64,London,11/05/2022,No
C0669,Male,29,Bristol,05/08/2023,Yes
C0670,Male,49,Birmingham,17/10/2023,No
C0671,Male,40,Bristol,21/03/2022,Yes
C0672,Male,63,Bristol,14/10/2023,No
C0673,Female,31,Leeds,12/01/2022,Yes
C0674,Female,24,London,25/12/2022,Yes
C0675,Female,64,Sheffield,31/01/2023,Yes
C0676,Female,42,Bristol,28/02/2023,No
C0677,Female,54,Leeds,14/04/2022,Yes
C0678,Male,20,Liverpool,08/04/2023,Yes
C0679,Female,24,Manchester,23/11/2022,No
C0680,Female,28,Manchester,24/06/2022,Yes
C0681,Female,63,London,13/12/2022,No
C0682,Male,56,Sheffield,01/11/2023,Yes
C0683,Male,39,Leeds,24/02/2022,Yes
C0684,Female,60,Liverpool,24/02/2023,No
C0685,Male,21,Sheffield,01/09/2022,No
C0686,Male,41,London,07/06/2022,No
C0687,Female,60,Nottingham,31/03/2022,Yes
C0688,Male,31,Birmingham,10/04/2022,No
C0689,Female,25,Liverpool,25/03/2022,No
C0690,Female,60,Liverpool,28/04/2023,Yes
C0691,Female,29,Bristol,20/10/2023,No
C0692,Male,46,London,14/01/2023,No
C0693,Female,34,Leeds,27/03/2023,No
C0694,Male,27,Manchester,01/08/2023,Yes
C0695,Female,52,Sheffield,16/11/2023,Yes
C0696,Male,42,Sheffield,21/07/2023,No
C0697,Male,48,Liverpool,10/08/2023,Yes
C0698,Male,50,Birmingham,09/02/2023,Yes
C0699,Male,28,Leeds,05/04/2023,Yes
C0700,Male,45,Manchester,10/05/2022,No
C0701,Male,56,Liverpool,26/07/2022,No
C0702,Male,42,Sheffield,10/03/2022,No
C0703,Female,18,Sheffield,10/10/2022,Yes
C0704,Male,27,Manchester,01/03/2023,Yes
C0705,Male,36,Bristol,31/07/2023,No
C0706,Female,59,Nottingham,28/09/2022,No
C0707,Male,35,Sheffield,08/02/2022,Yes
C0708,Female,20,Sheffield,26/09/2023,No
C0709,Male,65,Nottingham,01/09/2022,No
C0710,Male,39,Liverpool,17/01/2023,No
C0711,Female,62,Manchester,15/10/2022,Yes
C0712,Female,65,Nottingham,18/05/2022,No
C0713,Female,56,Manchester,03/10/2022,Yes
C0714,Male,44,Nottingham,29/03/2023,No
C0715,Male,22,Liverpool,27/02/2022,No
C0716,Male,29,Leeds,19/05/2022,Yes
C0717,Male,20,Nottingham,01/03/2022,Yes
C0718,Male,35,Bristol,05/01/2023,No
C0719,Female,58,Manchester,02/06/2023,Yes
C0720,Female,49,Nottingham,05/09/2022,Yes
C0721,Female,40,Birmingham,01/05/2023,No
C0722,Female,19,Sheffield,03/04/2022,Yes
C0723,Male,32,Leeds,16/06/2022,Yes
C0724,Female,50,London,03/10/2022,Yes
C0725,Male,59,Birmingham,01/05/2023,Yes
C0726,Female,56,Liverpool,18/08/2022,No
C0727,Female,40,Nottingham,10/03/2023,No
C0728,Female,37,Sheffield,12/08/2022,Yes
C0729,Female,53,Liverpool,08/01/2022,No
C0730,Male,48,Manchester,02/12/2023,No
C0731,Female,35,Liverpool,11/10/2022,No
C0732,Male,51,Leeds,12/07/2022,Yes
C0733,Female,60,Bristol,07/09/2023,Yes
C0734,Female,36,Liverpool,27/01/2022,No
C0735,Female,65,London,19/02/2023,Yes
C0736,Male,61,Nottingham,18/12/2022,No
C0737,Female,28,Birmingham,04/06/2023,No
C0738,Female,26,Liverpool,10/04/2022,Yes
C0739,Female,59,Manchester,28/11/2023,Yes
C0740,Male,65,Liverpool,30/12/2022,No
C0741,Female,34,Liverpool,06/12/2022,No
C0742,Female,21,Manchester,01/05/2022,No
C0743,Male,61,Sheffield,19/07/2022,No
C0744,Male,27,Birmingham,28/02/2023,Yes
C0745,Female,54,Nottingham,17/12/2022,Yes
C0746,Male,23,Nottingham,20/11/2022,No
C0747,Male,38,London,09/10/2023,Yes
C0748,Female,31,Birmingham,08/04/2023,Yes
C0749,Male,26,Sheffield,17/05/2023,No
C0750,Female,48,Sheffield,18/02/2023,Yes
C0751,Male,64,Bristol,08/02/2022,Yes
C0752,Male,19,London,26/11/2022,Yes
C0753,Female,37,Birmingham,20/08/2022,Yes
C0754,Female,28,Manchester,28/01/2023,Yes
C0755,Female,47,Bristol,02/11/2022,No
C0756,Female,49,Bristol,18/05/2022,Yes
C0757,Female,19,Leeds,18/06/2022,Yes
C0758,Male,64,London,15/05/2022,Yes
C0759,Female,63,London,07/05/2022,No
C0760,Female,52,London,18/10/2023,Yes
C0761,Male,59,London,09/11/2023,Yes
C0762,Female,46,Sheffield,29/04/2022,Yes
C0763,Female,48,Birmingham,15/07/2023,Yes
C0764,Male,37,Sheffield,08/10/2023,Yes
C0765,Female,57,Birmingham,10/11/2023,No
C0766,Male,36,Manchester,18/04/2022,Yes
C0767,Male,56,Leeds,25/05/2023,No
C0768,Male,40,Sheffield,20/06/2023,No
C0769,Male,53,Nottingham,14/06/2022,Yes
C0770,Female,33,London,08/05/2023,Yes
C0771,Male,25,Nottingham,19/11/2023,Yes
C0772,Male,64,Manchester,03/04/2022,No
C0773,Male,47,Liverpool,22/10/2023,No
C0774,Male,24,Birmingham,21/04/2023,Yes
C0775,Female,61,Bristol,25/10/2022,No
C0776,Male,20,London,29/04/2022,Yes
C0777,Male,39,Bristol,11/11/2023,No
C0778,Female,64,Manchester,29/09/2023,No
C0779,Male,25,Sheffield,17/12/2022,No
C0780,Female,42,Nottingham,13/04/2023,No
C0781,Male,25,Birmingham,27/10/2023,Yes
C0782,Male,44,Nottingham,13/06/2022,No
C0783,Female,40,London,05/07/2022,Yes
C0784,Female,25,Sheffield,10/05/2023,No
C0785,Male,34,Bristol,17/02/2022,Yes
C0786,Male,60,Bristol,26/11/2023,Yes
C0787,Male,48,Bristol,20/03/2023,No
C0788,Male,18,Birmingham,02/06/2022,No
C0789,Male,22,Nottingham,23/05/2023,No
C0790,Female,35,London,04/09/2022,Yes
C0791,Female,43,Leeds,18/07/2023,Yes
C0792,Female,54,Nottingham,16/04/2023,Yes
C0793,Female,38,Manchester,26/05/2023,No
C0794,Male,24,Sheffield,01/11/2023,No
C0795,Male,23,Liverpool,06/02/2022,Yes
C0796,Female,39,Bristol,02/11/2023,Yes
C0797,Female,39,Nottingham,17/08/2022,No
C0798,Male,24,Leeds,09/04/2023,Yes
C0799,Female,58,Liverpool,16/12/2022,No
C0800,Male,28,Nottingham,19/04/2022,Yes
C0801,Male,34,Leeds,24/02/2023,Yes
C0802,Female,31,Nottingham,04/05/2022,Yes
C0803,Male,44,London,13/12/2022,Yes
C0804,Female,60,Birmingham,07/04/2023,No
C0805,Male,53,Sheffield,05/01/2022,No
C0806,Male,62,Birmingham,05/06/2023,Yes
C0807,Female,60,Bristol,17/04/2022,No
C0808,Male,35,Sheffield,05/03/2023,No
C0809,Female,26,Birmingham,29/10/2022,No
C0810,Female,62,Bristol,09/09/2023,Yes
C0811,Male,57,Liverpool,25/07/2022,No
C0812,Male,63,Birmingham,20/11/2023,No
C0813,Female,53,Nottingham,29/04/2022,No
C0814,Female,45,London,22/11/2023,Yes
C0815,Female,27,London,26/01/2022,Yes
C0816,Female,28,Liverpool,24/07/2022,No
C0817,Male,62,Liverpool,30/05/2022,Yes
C0818,Male,40,Nottingham,09/07/2023,Yes
C0819,Male,65,Sheffield,23/09/2023,Yes
C0820,Female,62,London,08/06/2023,No
C0821,Female,61,Bristol,01/02/2023,Yes
C0822,Female,30,Nottingham,14/01/2022,Yes
C0823,Female,55,Leeds,11/10/2023,Yes
C0824,Female,29,Manchester,29/10/2022,Yes
C0825,Male,42,London,27/06/2022,No
C0826,Female,26,Birmingham,13/10/2022,No
C0827,Female,47,Birmingham,06/01/2022,Yes
C0828,Female,56,London,07/06/2022,No
C0829,Female,22,Bristol,18/05/2023,Yes
C0830,Male,50,Birmingham,08/07/2022,No
C0831,Female,23,Bristol,11/07/2023,Yes
C0832,Female,39,Bristol,07/08/2022,No
C0833,Female,53,London,12/08/2022,Yes
C0834,Female,46,Leeds,16/11/2023,Yes
C0835,Female,42,Manchester,10/02/2022,No
C0836,Female,19,Bristol,20/09/2022,No
C0837,Male,36,Leeds,14/05/2023,No
C0838,Male,24,Birmingham,11/06/2023,Yes
C0839,Male,31,Leeds,04/10/2023,No
C0840,Male,52,Sheffield,17/04/2022,Yes
C0841,Male,47,Bristol,07/06/2022,Yes
C0842,Male,21,Birmingham,31/03/2022,No
C0843,Male,54,Leeds,26/07/2023,No
C0844,Female,46,Sheffield,22/02/2023,No
C0845,Male,42,Manchester,20/11/2022,Yes
C0846,Male,65,London,19/10/2023,Yes
C0847,Male,36,Liverpool,02/01/2023,Yes
C0848,Female,42,Sheffield,16/10/2022,Yes
C0849,Male,52,Leeds,01/05/2023,Yes
C0850,Female,58,Birmingham,05/02/2023,No
C0851,Female,18,Birmingham,25/11/2023,Yes
C0852,Male,54,Sheffield,12/02/2022,Yes
C0853,Male,65,Bristol,09/11/2022,Yes
C0854,Male,28,Birmingham,27/02/2023,Yes
C0855,Female,30,Manchester,24/09/2023,Yes
C0856,Male,53,Nottingham,19/11/2023,Yes
C0857,Male,34,Manchester,25/10/2022,Yes
C0858,Female,39,Bristol,18/08/2023,Yes
C0859,Male,24,Liverpool,19/11/2023,Yes
C0860,Female,49,Nottingham,18/07/2022,No
C0861,Female,62,Birmingham,24/09/2023,No
C0862,Female,28,London,20/11/2022,No
C0863,Male,63,Sheffield,10/09/2022,No
C0864,Male,61,Bristol,04/01/2023,No
C0865,Female,40,Liverpool,19/04/2023,No
C0866,Male,29,Manchester,19/07/2023,No
C0867,Male,34,Manchester,24/05/2022,Yes
C0868,Male,55,Sheffield,20/01/2022,Yes
C0869,Female,52,Nottingham,07/02/2022,Yes
C0870,Female,32,Liverpool,10/01/2023,Yes
C0871,Male,43,Bristol,21/04/2023,Yes
C0872,Male,57,Birmingham,10/11/2023,Yes
C0873,Male,29,Birmingham,02/04/2023,No
C0874,Male,32,Nottingham,03/01/2023,Yes
C0875,Female,41,Leeds,06/03/2022,Yes
C0876,Male,51,Bristol,16/11/2023,No
C0877,Female,20,London,26/04/2023,No
C0878,Female,65,Liverpool,16/04/2022,Yes
C0879,Female,41,Manchester,21/01/2023,No
C0880,Male,51,Sheffield,21/01/2023,No
C0881,Female,48,London,20/12/2022,Yes
C0882,Male,32,Manchester,27/03/2023,No
C0883,Male,29,Birmingham,05/08/2022,No
C0884,Male,60,Leeds,09/09/2023,No
C0885,Male,48,Nottingham,05/12/2022,No
C0886,Male,59,Sheffield,04/08/2022,Yes
C0887,Male,26,Birmingham,07/09/2022,Yes
C0888,Male,54,Birmingham,07/10/2023,Yes
C0889,Female,29,Sheffield,20/06/2022,Yes
C0890,Female,23,Leeds,09/11/2023,No
C0891,Female,48,Birmingham,14/09/2023,Yes
C0892,Male,55,Birmingham,25/02/2023,No
C0893,Female,47,Manchester,21/06/2022,Yes
C0894,Female,26,Manchester,23/01/2023,Yes
C0895,Female,27,Manchester,27/07/2022,Yes
C0896,Male,52,Manchester,03/05/2023,Yes
C0897,Male,56,London,09/05/2023,No
C0898,Female,41,London,19/06/2023,No
C0899,Female,42,Bristol,23/08/2022,Yes
C0900,Male,34,Nottingham,12/03/2023,Yes
C0901,Female,56,Sheffield,27/03/2022,No
C0902,Male,63,London,13/07/2022,Yes
C0903,Male,42,Leeds,17/06/2023,No
C0904,Female,24,Birmingham,23/02/2023,No
C0905,Female,34,Sheffield,30/10/2023,No
C0906,Female,61,Sheffield,19/09/2023,Yes
C0907,Female,29,Bristol,28/02/2023,No
C0908,Female,54,Bristol,17/09/2022,No
C0909,Male,65,Leeds,22/05/2022,No
C0910,Male,31,Sheffield,15/06/2022,No
C0911,Male,28,Sheffield,18/07/2023,Yes
C0912,Male,48,Sheffield,04/04/2022,Yes
C0913,Female,32,Bristol,07/03/2022,Yes
C0914,Male,64,Sheffield,16/09/2023,No
C0915,Female,63,London,21/09/2023,Yes
C0916,Female,46,London,18/10/2023,Yes
C0917,Female,30,London,04/11/2023,Yes
C0918,Male,61,London,22/09/2023,No
C0919,Male,28,Manchester,02/09/2022,No
C0920,Female,60,Sheffield,14/02/2023,No
C0921,Male,51,London,24/08/2023,Yes
C0922,Female,64,Bristol,03/04/2022,No
C0923,Male,56,Leeds,11/10/2022,No
C0924,Male,34,Birmingham,18/02/2023,No
C0925,Male,53,Manchester,03/06/2023,No
C0926,Male,50,Liverpool,15/12/2022,No
C0927,Female,54,Nottingham,30/03/2023,Yes
C0928,Female,61,Nottingham,14/12/2022,Yes
C0929,Male,34,Manchester,09/05/2023,No
C0930,Male,61,Leeds,11/10/2023,No
C0931,Female,51,London,27/02/2023,No
C0932,Female,23,Sheffield,12/09/2022,No
C0933,Male,48,Bristol,19/03/2022,No
C0934,Female,29,Leeds,12/08/2022,No
C0935,Male,65,Leeds,24/07/2022,No
C0936,Male,30,Leeds,31/07/2022,No
C0937,Male,25,Manchester,09/06/2022,No
C0938,Male,52,London,21/09/2023,No
C0939,Female,49,Liverpool,16/01/2023,No
C0940,Female,43,Leeds,07/07/2022,Yes
C0941,Female,48,London,25/02/2022,No
C0942,Male,47,Manchester,08/02/2023,No
C0943,Male,18,Leeds,20/11/2022,No
C0944,Male,38,Bristol,18/08/2023,No
C0945,Female,33,Liverpool,11/07/2022,No
C0946,Female,41,Birmingham,20/09/2023,No
C0947,Male,44,Bristol,11/03/2023,No
C0948,Female,46,Birmingham,15/02/2023,Yes
C0949,Male,24,Liverpool,13/08/2023,Yes
C0950,Female,42,Leeds,23/07/2023,Yes
C0951,Female,18,Birmingham,03/06/2022,No
C0952,Male,58,Bristol,27/05/2023,No
C0953,Female,53,London,04/11/2022,No
C0954,Male,21,Leeds,12/04/2022,No
C0955,Male,46,Bristol,03/05/2023,No
C0956,Female,53,Liverpool,05/01/2023,No
C0957,Female,25,Bristol,21/01/2022,Yes
C0958,Male,36,Bristol,14/08/2023,No
C0959,Female,65,Nottingham,21/11/2023,Yes
C0960,Female,47,Birmingham,26/01/2023,Yes
C0961,Female,44,Sheffield,18/10/2023,Yes
C0962,Male,39,Leeds,23/03/2022,No
C0963,Female,63,Liverpool,21/11/2022,No
C0964,Female,41,Nottingham,05/10/2022,No
C0965,Male,19,Birmingham,21/06/2022,Yes
C0966,Female,65,Manchester,09/11/2023,Yes
C0967,Female,24,Manchester,20/06/2022,Yes
C0968,Male,19,Sheffield,30/04/2023,Yes
C0969,Female,57,Birmingham,17/04/2022,Yes
C0970,Female,37,Leeds,02/11/2023,Yes
C0971,Female,58,Birmingham,18/10/2022,Yes
C0972,Male,19,London,24/06/2023,No
C0973,Female,47,Liverpool,30/11/2022,No
C0974,Male,55,Nottingham,19/05/2022,No
C0975,Female,40,Nottingham,21/06/2023,Yes
C0976,Female,37,Bristol,02/04/2022,No
C0977,Male,37,London,24/09/2022,Yes
C0978,Male,40,Liverpool,20/06/2023,No
C0979,Male,62,Nottingham,02/07/2023,No
C0980,Male,45,Liverpool,03/11/2022,Yes
C0981,Female,30,Sheffield,08/01/2022,No
C0982,Male,28,Sheffield,09/02/2023,No
C0983,Female,23,Sheffield,14/08/2022,Yes
C0984,Female,36,Liverpool,14/06/2023,No
C0985,Male,29,Birmingham,12/07/2022,No
C0986,Female,57,Nottingham,24/04/2022,No
C0987,Female,30,Bristol,30/09/2023,Yes
C0988,Male,52,London,05/06/2022,Yes
C0989,Female,35,Birmingham,15/04/2022,No
C0990,Male,23,Birmingham,09/01/2022,Yes
C0991,Male,39,Sheffield,21/05/2023,No
C0992,Female,47,London,26/05/2023,No
C0993,Male,21,Liverpool,24/03/2022,No
C0994,Female,29,Leeds,15/03/2022,No
C0995,Male,25,Leeds,26/01/2023,No
C0996,Male,65,London,30/03/2023,Yes
C0997,Male,51,Leeds,17/04/2023,No
C0998,Female,38,Birmingham,03/02/2023,Yes
C0999,Male,34,Nottingham,17/07/2023,No
C1000,Female,21,Leeds,23/07/2022,Yes
C1001,Female,38,London,30/08/2022,Yes
C1002,Male,43,Leeds,10/10/2022,Yes
C1003,Female,62,Birmingham,13/02/2022,No
C1004,Male,28,Nottingham,02/04/2022,Yes
C1005,Female,58,London,26/09/2023,Yes
C1006,Male,62,Manchester,31/12/2022,Yes
C1007,Male,38,Bristol,15/05/2023,No
C1008,Male,62,Sheffield,17/07/2022,No
C1009,Female,20,Nottingham,18/05/2022,No
C1010,Female,52,Nottingham,27/07/2023,Yes
C1011,Male,52,Bristol,04/08/2023,No
C1012,Female,56,Birmingham,25/04/2023,Yes
C1013,Male,46,Liverpool,28/06/2023,No
C1014,Female,47,London,09/07/2023,No
C1015,Male,57,Bristol,09/07/2022,Yes
C1016,Male,60,Sheffield,25/11/2022,Yes
C1017,Female,53,Birmingham,21/06/2023,No
C1018,Female,59,Bristol,27/11/2022,Yes
C1019,Male,20,Birmingham,09/04/2022,Yes
C1020,Male,24,Nottingham,02/02/2022,Yes
C1021,Male,54,Sheffield,12/04/2022,No
C1022,Female,21,Bristol,23/06/2023,Yes
C1023,Male,18,Leeds,13/09/2023,No
C1024,Female,58,London,23/03/2022,No
C1025,Female,41,London,26/07/2023,No
C1026,Male,64,Manchester,26/06/2023,No
C1027,Male,51,Manchester,21/03/2022,Yes
C1028,Female,30,Leeds,25/08/2022,Yes
C1029,Male,53,Sheffield,07/08/2023,Yes
C1030,Female,61,Nottingham,16/10/2023,No
C1031,Male,29,Sheffield,17/04/2022,No
C1032,Male,52,Nottingham,05/11/2023,No
C1033,Female,41,Sheffield,19/11/2022,No
C1034,Male,54,Leeds,28/11/2022,No
C1035,Female,41,Nottingham,18/07/2023,No
C1036,Male,64,London,11/02/2023,No
C1037,Male,51,Birmingham,03/09/2023,No
C1038,Female,32,Leeds,07/01/2022,No
C1039,Female,53,Birmingham,23/01/2022,Yes
C1040,Female,40,Birmingham,08/02/2022,Yes
C1041,Female,55,Leeds,29/09/2022,Yes
C1042,Female,23,Sheffield,20/09/2022,Yes
C1043,Female,48,Birmingham,21/03/2022,No
C1044,Male,56,Liverpool,14/08/2023,Yes
C1045,Female,23,London,14/08/2023,No
C1046,Female,44,Manchester,23/12/2022,Yes
C1047,Male,58,Sheffield,31/10/2023,Yes
C1048,Male,38,Birmingham,09/11/2022,No
C1049,Male,27,London,30/05/2023,No
C1050,Male,32,Sheffield,02/04/2023,No
C1051,Male,26,Bristol,08/02/2023,Yes
C1052,Male,53,Sheffield,03/05/2023,No
C1053,Female,50,Sheffield,29/03/2022,Yes
C1054,Female,53,Leeds,19/05/2022,No
C1055,Male,53,Leeds,09/02/2023,Yes
C1056,Female,45,Bristol,15/03/2022,Yes
C1057,Female,45,Bristol,26/04/2022,No
C1058,Female,40,London,15/07/2022,No
C1059,Female,57,Nottingham,23/06/2022,Yes
C1060,Male,32,Leeds,28/03/2023,No
C1061,Male,25,London,09/06/2022,Yes
C1062,Male,36,London,28/09/2023,No
C1063,Female,46,Nottingham,24/04/2022,Yes
C1064,Male,65,Leeds,06/12/2022,Yes
C1065,Female,53,Nottingham,14/07/2023,Yes
C1066,Male,42,London,16/11/2023,No
C1067,Male,36,Leeds,24/06/2022,No
C1068,Female,59,London,24/02/2022,Yes
C1069,Female,60,Bristol,02/02/2023,Yes
C1070,Female,59,Sheffield,20/01/2022,Yes
C1071,Male,38,Nottingham,25/01/2023,Yes
C1072,Male,50,Nottingham,10/07/2022,Yes
C1073,Male,51,Liverpool,10/02/2022,No
C1074,Female,65,Birmingham,17/05/2023,Yes
C1075,Female,40,Liverpool,22/12/2022,Yes
C1076,Female,21,Liverpool,29/05/2023,No
C1077,Female,32,Birmingham,31/01/2022,No
C1078,Male,23,Sheffield,07/02/2023,Yes
C1079,Male,54,Birmingham,04/03/2023,No
C1080,Female,46,Birmingham,16/11/2022,Yes
C1081,Male,55,Leeds,31/10/2023,Yes
C1082,Male,45,Birmingham,13/11/2022,Yes
C1083,Male,53,Manchester,22/11/2022,Yes
C1084,Male,64,London,22/11/2022,No
C1085,Female,37,Nottingham,28/02/2023,No
C1086,Male,24,Birmingham,05/06/2022,Yes
C1087,Female,56,Leeds,27/01/2022,Yes
C1088,Male,40,Manchester,25/08/2022,No
C1089,Female,63,Bristol,18/05/2022,Yes
C1090,Female,48,Birmingham,01/02/2023,Yes
C1091,Male,20,Sheffield,17/07/2022,Yes
C1092,Female,32,Leeds,04/10/2022,Yes
C1093,Male,46,Nottingham,09/03/2022,No
C1094,Male,45,Sheffield,14/04/2023,Yes
C1095,Female,64,Bristol,15/09/2023,No
C1096,Male,51,Manchester,19/09/2023,No
C1097,Male,33,Sheffield,13/04/2023,Yes
C1098,Female,51,London,26/07/2023,Yes
C1099,Female,43,Liverpool,26/10/2022,No
C1100,Male,45,Liverpool,18/04/2023,Yes
C1101,Male,47,Nottingham,14/06/2023,Yes
C1102,Male,29,Birmingham,28/05/2023,No
C1103,Female,46,London,28/02/2023,Yes
C1104,Male,47,Manchester,10/04/2023,No
C1105,Male,63,Manchester,28/11/2022,Yes
C1106,Female,58,Bristol,27/04/2022,Yes
C1107,Female,64,Birmingham,21/06/2023,No
C1108,Female,20,Birmingham,18/07/2023,No
C1109,Male,28,Birmingham,03/08/2023,Yes
C1110,Female,37,Liverpool,22/02/2022,No
C1111,Male,25,Birmingham,23/10/2022,Yes
C1112,Female,18,Nottingham,04/01/2022,No
C1113,Male,56,Nottingham,26/05/2023,Yes
C1114,Female,47,Sheffield,11/08/2022,No
C1115,Male,33,Liverpool,23/03/2022,Yes
C1116,Male,27,London,20/02/2022,No
C1117,Male,20,Liverpool,07/02/2022,No
C1118,Male,24,Sheffield,31/03/2022,Yes
C1119,Female,57,Birmingham,15/06/2022,No
C1120,Female,20,Manchester,16/08/2023,No
C1121,Female,42,Manchester,27/11/2022,No
C1122,Male,36,Nottingham,18/07/2023,Yes
C1123,Female,39,Sheffield,05/05/2022,Yes
C1124,Male,24,Manchester,03/08/2022,No
C1125,Female,45,Bristol,12/09/2023,No
C1126,Female,26,Nottingham,23/06/2023,No
C1127,Male,57,Leeds,20/05/2023,No
C1128,Male,25,London,18/07/2022,No
C1129,Male,65,Leeds,03/10/2023,No
C1130,Male,39,Bristol,28/02/2023,Yes
C1131,Male,62,Liverpool,12/01/2022,No
C1132,Female,37,Bristol,11/03/2022,Yes
C1133,Female,39,Sheffield,27/04/2022,Yes
C1134,Male,39,Bristol,29/06/2022,No
C1135,Male,59,Birmingham,01/05/2023,No
C1136,Female,52,Bristol,09/06/2022,No
C1137,Male,51,Liverpool,28/02/2023,No
C1138,Male,31,Bristol,23/07/2023,No
C1139,Male,35,London,09/03/2022,No
C1140,Male,54,Sheffield,20/01/2023,Yes
C1141,Male,37,Bristol,02/09/2023,Yes
C1142,Female,23,Nottingham,06/10/2022,Yes
C1143,Female,37,Leeds,16/01/2023,No
C1144,Male,41,London,29/06/2022,Yes
C1145,Female,50,London,05/04/2022,No
C1146,Male,30,Bristol,28/05/2023,No
C1147,Female,38,Birmingham,21/06/2023,Yes
C1148,Male,31,London,13/06/2023,No
C1149,Male,18,Liverpool,01/02/2023,Yes
C1150,Male,39,Nottingham,01/09/2023,Yes
C1151,Female,19,Liverpool,16/04/2022,Yes
C1152,Male,30,Liverpool,25/11/2022,No
C1153,Female,46,Manchester,30/06/2023,No
C1154,Male,35,Manchester,02/06/2022,Yes
C1155,Male,31,Bristol,30/09/2023,No
C1156,Male,63,Liverpool,05/10/2022,Yes
C1157,Male,37,Bristol,25/06/2022,No
